driverType,driverVIN,driverMedallion,driverName,driverCabYear,driverCabMake,driverCabModel,driverDMVLicense,driverCompany,driverCompanyPhone
Y,,5978,"KHADER TAXI CAB, INC. VIOLATION",2014,FORD,FUSION GASOLINE N ,,,
Y,,5989,BIG APPLE CAB ONE CO. SURRENDER,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,5996,BRONX HACKING CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,6015,ZYLON EXPRESS INC,2010,FORD,CROWN VICTORIA FLEX_FUEL N ,,,
Y,,6021,CY'S INC. I I,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6022,ONE & ONLY TAXI SERVICE INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,6025,SPENCER CAB CO,2010,FORD,ESCAPE FLEX_FUEL N ,,,
Y,,6033,CHICAGO JACAL HACKING CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,6035,BMC CAB CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,6036,NEJA CAB CO,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6058,MEMON EXPRESS INC.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6060,MICHAEL TWO CAB CORP,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6108,M & A TAXI CORPORATION,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6116,SPHAN RIDE INC.,2010,CHEVROLET,IMPALA CNG N ,,,
Y,,6119,NAT MIKE CABS TWO INC.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6150,HOLY LAND CAB CO,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,6151,FLAG CAB CORP. VIOLATION,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,6160,MICHAEL TWO CAB CORP,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6191,NAT MIKE CABS TWO INC.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6192,BRIANA HACKING CAB,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6193,BRIANA HACKING CAB,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6194,BRIANA HACKING CAB,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6195,BRIANA HACKING CAB,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6196,BRIANA HACKING CAB,2011,TOYOTA,XB GASOLINE N ,,,
Y,,6222,CITI CAB SERVICES INC ,VENTURE GASOLINE Y ,CHEVROLET 2000,,,,
Y,,6265,MICHAEL TWO CAB CORP,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6271,BEDFORD CAB CORP VIOLATION,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,6284,MIRIM'S HACKING CORP.,2014,FORD,FUSION HYBRID N ,,,
Y,,6293,NAT MIKE CABS TWO INC.,2011,TOYOTA,XB HYBRID N ,,,
Y,,6337,BRONX HACKING CORP.,2011,FORD,ESCAPE HYBRID N ,,,
Y,,6350,BIG APPLE CAB ONE CO.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,6353,"R & A CITY, INC.",2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6356,CHICAGO JACAL HACKING CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,6390,DAVCO CAB CORP.,2011,FORD,ESCAPE GASOLINE N ,,,
Y,,6394,BIG APPLE CAB ONE CO. SURRENDER,2011,FORD,ESCAPE CNG N ,,,
Y,,6410,W A TAXI INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6508,N & R RIDE INC.,2010,FORD,CROWN VICTORIA CNG N ,,,
Y,,6546,SMC CAB CORP. SURRENDER,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,6547,SMC CAB CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,6560,K AND B HACKING CHICAGO CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,6563,K AND B HACKING CHICAGO CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,6654,K AND B HACKING CHICAGO CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,6666,K AND B HACKING CHICAGO CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,6682,K AND B HACKING CHICAGO CORP.,2012,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,6727,B AND K GIRLS HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6728,B AND K GIRLS HACKING CORP.,2013,TOYOTA,XB GASOLINE N ,,,
Y,,6729,B AND K GIRLS HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6730,B AND K GIRLS HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6736,K AND B HOLLYWOOD HACKING CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6737,K AND B HOLLYWOOD HACKING CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6738,K AND B HOLLYWOOD HACKING CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6739,K AND B HOLLYWOOD HACKING CORP.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6750,K AND B HOLLYWOOD HACKING CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,6798,BMC CAB CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,6877,SWIFT CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6949,BRONX HACKING CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,156,RAPHEW AZEEZ,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,187,VOYTEK'S CAB CO,2014,TOYOTA,RAV4,,,
Y,,450,MUDI CAB CO.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,595,COLLINS HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,635,JABOYE CORP.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,688,COLLINS HACKING CORP.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,752,BADU COMPANY INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,883,OHAMS INC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,978,CASABLANCA CORPORATION,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1009,JAFA CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1071,CHEN CHICAGO CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1117,COLLINS HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1175,YAMOAH SCO INC VIOLATION,2011,TOYOTA    ,RAV4,,,
Y,,1213,THIRD TRINITY CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1368,KHAOLA INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1396,ALHAMDULILLAH INC.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1464,JONHI CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,1468,LIVING INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1475,PETER OKYERE CAB INC,2011,TOYOTA,SIENNA GASOLINE N ,,,
Y,,1609,MG & KA INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,1620,NANA GYEBI TAXI INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1657,CHARLES ONYEZIA,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1731,KPOOKEKE INC,2013,TOYOTA,RAV4,,,
Y,,1781,GOLDEN STOOL INC,2011,TOYOTA,RAV4,,,
Y,,1884,FOLARIN GBOYEGA,2011,TOYOTA,SIENNA GASOLINE N ,,,
Y,,1892,BLACK STAR FIVE CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1929,ASECMAN INC.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2098,ROSY CAB CO.,2014,TOYOTA,SIENNA GASOLINE N ,,,
Y,,2154,SEFACO COMPANY CORP,2014,NISSAN,ALTIMA GASOLINE N ,,,
Y,,2166,MR RICHARD CAB CO,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,2183,FERIAL ASKAR,2012,TOYOTA,XB GASOLINE N ,,,
Y,,2199,AEE'S CORP,2011,TOYOTA,RAV4,,,
Y,,2228,WINNEMAC TAXI CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2281,SHERRY CAB CO INC,2011,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,2315,MADJID R. GARIBI,2010,DODGE,CARAVAN GASOLINE N ,,,
Y,,2542,LEXINGTON TAXI CORP.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2773,JOZI CAB CO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2846,"BAHMAN CAB CO., INC.",2013,TOYOTA,XB GASOLINE N ,,,
Y,,2890,DHILLON CAB CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2915,GULAB TRANSPORTATION INC,2011,MERCURY,GRAND MARQUIS GASOLINE N ,,,
Y,,2940,N & M EIGHTH AVENUE TRANSPORTATION INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,2947,RESHMIC INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2960,OUR JOY CORP,2011,TOYOTA,XB GASOLINE N ,,,
Y,,2993,JOZI CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3071,KARIM ALLAM CAB CO,2012,HYUNDAI,SONATA HYBRID N ,,,
Y,,3098,LEXINGTON TAXI CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3357,"TAIBO, INC.",2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3368,JOSEPH AJERE INCORPORATED,2014,DODGE,GRAND CARAVAN FLEX_FUEL N ,,,
Y,,3413,BROTHERS CHICAGO CORP.,2014,FORD,FUSION HYBRID N ,,,
Y,,3480,CABITRON INC,2013,HYUNDAI,SONATA GASOLINE N ,,,
Y,,3486,MANZO & SONS INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3528,GODSAJERE INC.,2010,FORD,ESCAPE CNG N ,,,
Y,,3549,GEORGE ATTO,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3584,LEXINGTON TAXI CORP.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3588,"WAHID, CORP.",2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3633,HIAM ASKAR,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3662,MR RICHARD CAB CO,2009,TOYOTA,PRIUS HYBRID N ,,,
Y,,3666,ENO BEE INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3679,RASHID A SHAIKH,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3746,BAFSH INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3752,N & M EIGHTH AVENUE TRANSPORTATION INC.,2011,FORD,FUSION HYBRID N ,,,
Y,,3806,"NOORAMZI, INC.",2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,3945,COLLINS HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,3968,SURAJ EXPRESS INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,4018,JIBICHO INC,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,4088,TANA TAXI INC,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,4165,SABREENA TAXI CO VIOLATION,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,4190,BIJAN SALEHI-MOORKANI,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,4390,SABREENA TAXI CO,2013,TOYOTA,SIENNA GASOLINE N ,,,
Y,,4604,BAYUO CAB CORP VIOLATION,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,4608,SKYWAY TAXI INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,4612,RUFINO EXPRESS INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,4730,ALHAJI SWEETWATER CAB INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,4758,OMOGHO CAB CO,2014,FORD,ESCAPE GASOLINE N ,,,
Y,,4767,SHIPKA CAB CO,2011,TOYOTA,XB GASOLINE N ,,,
Y,,4768,ANDREAJOSHCOMF. CORP,2011,TOYOTA,XB GASOLINE N ,,,
Y,,4939,ALEX K OWOYEMI,2012,FORD,ESCAPE GASOLINE N ,,,
Y,,4984,BEDIAKO CO.,2013,TOYOTA,XB GASOLINE N ,,,
Y,,4997,RAVI EXPRESS INC.,2013,NISSAN,ALTIMA GASOLINE N ,,,
Y,,4999,DIVINE KAIROS INC,2013,TOYOTA,RAV4,,,
Y,,5118,REET CORPORATION,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,5153,COLLINS HACKING CORP.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,5165,PORTO CAB INC.,2011,TOYOTA,XB GASOLINE N ,,,
Y,,5307,JOHN-AYISCO CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,5311,PAK CHICAGO CAB CO VIOLATION,2009,FORD,CROWN VICTORIA FLEX_FUEL N ,,,
Y,,5314,ARLENE ADEWOLE,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,5315,PAACONNIE INC.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,5325,BROTHERS CHICAGO CORP.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,5340,DIBA EXPRESS INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,5342,Akeem B. Ali,2012,TOYOTA,RAV4,,,
Y,,5400,PAK-PUNJAB CAB CORP,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,5420,MR RICHARD CAB CO,2012,TOYOTA,SIENNA GASOLINE N ,,,
Y,,5423,AREES CAB INC,2013,HYUNDAI,SONATA GASOLINE N ,,,
Y,,5428,WROCLAW CAB CO.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,5515,ABDUL T. YARRO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,5582,ORUMS CORP,2013,DODGE,GRAND CARAVAN GASOLINE N ,,,
Y,,5626,"ZUWA, INC",2013,TOYOTA,VENZA GASOLINE N ,,,
Y,,5691,TACHIE CAB INC,2013,NISSAN,ALTIMA GASOLINE N ,,,
Y,,5733,N & M EIGHTH AVENUE TRANSPORTATION INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,5770,KNARF INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,5845,"TAHIR Q RAZAVI, INC. VIOLATION",2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6051,LEXINGTON TAXI CORP.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,6064,N & M EIGHTH AVENUE TRANSPORTATION INC.,2011,FORD,FUSION HYBRID N ,,,
Y,,6077,"CITYROLLER SERVICES, INC",2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,6096,PAMIR CORP,2012,TOYOTA,XB GASOLINE N ,,,
Y,,6126,SHANDONG EXPRESS INC.,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6142,LEXINGTON TAXI CORP. SURRENDER,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,6307,MICHAEL'S CAB CORP,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,6358,TAXI CAB CORPORATION,2014,TOYOTA,RAV4,,,
Y,,6442,Y 2 K TAXI INC.,2013,TOYOTA,XB GASOLINE N ,,,
Y,,6650,RAPHEW AZEEZ,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,6673,BLESSING AJERE INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,6780,EDBEKEE CORP,2013,DODGE,GRAND CARAVAN GASOLINE N ,,,
Y,,53,M AND L OCEANIA HOLDING CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,67,"NOBODY'S FOOL, INC.",2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,129,M AND L OCEANIA HOLDING CORP.,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,370,AKAL TRANSPORT CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,391,PINDY CAB CO.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,557,PINDY CAB CO.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,703,SAPNA CORPORATION,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,760,ROADWAY TAXI INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,808,VEEN TAXI INC,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,895,PEACE TAXICAB INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,960,SAMINA ALLAM INC.,2012,TOYOTA,XB GASOLINE N ,,,
Y,,974,SBJ CAB CO.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1053,KHADEEJA INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1054,GRAND CAB COMPANY,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1107,H & R 3 CORP.,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,1126,AKAL TRANSPORT CORP,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1150,GSJ TAXI CO. SURRENDER,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,1153,ROYA CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1156,GSJ TAXI CO.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1184,ROADWAY TAXI INC,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1203,MIKHALIA CABS FIVE INC.,2013,DODGE,CARAVAN GASOLINE Y ,,,
Y,,1229,PIRWANI INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1254,NEW MILLENNIUM INC #II,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1284,AMMI 86 INC,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,1323,GRAND CAB COMPANY,2010,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,1329,IMRAN & ANWER CORPORATION,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1395,AMERICAN EXPRESS CAB INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1398,LONNY TRANSPORTATION INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1403,NEW MILLENNIUM INC. #1,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1412,GSJ TAXI CO.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1434,GSJ TAXI CO.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1489,BURNEY INC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1506,GSJ TAXI CO.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1518,N J CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1551,ASHA CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1579,N J CAB CO SURRENDER,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,1612,N J CAB CO,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1625,N J CAB CO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1666,N J CAB CO,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1701,REHOBOTH INC.,2014,TOYOTA,SIENNA GASOLINE N ,,,
Y,,1722,RKJ CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,1725,LONNY TRANSPORTATION INC.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1729,RKJ CAB CO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1734,RKJ CAB CO,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1744,MIKHALIA CABS ONE INC.,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,1754,RKJ CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,1769,IDEAL CAB COMPANY SURRENDER,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,1785,J K T CAB CO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1811,"NOBODY'S FOOL, INC.",2013,FORD,C-MAX GASOLINE N ,,,
Y,,1846,J K T CAB CO,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1860,JANDI INC.,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,1875,BENSON HACKING CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,1932,JITEN INC.,IMPALA GASOLINE N ,CHEVROLET 2012,,,,
Y,,1979,NEW MILLENNIUM INC. #1,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,1993,NEW MILLENNIUM INC #III,2011,TOYOTA,PRIUS HYBRID N ,,,
Y,,2030,M AND L OCEANIA HOLDING CORP.,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,2059,STANDARD TAXI CORP.,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2078,J K T CAB CO,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2151,GETWAY CAB CORP,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2223,MIKHALIA CABS FIVE INC.,2012,HYUNDAI,SONATA HYBRID N ,,,
Y,,2230,M AND L OCEANIA HOLDING CORP.,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,2262,PIRWANI INC,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2302,AUJLA CAB CO,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2341,INSUMA INC.,2012,FORD,ESCAPE GASOLINE N ,,,
Y,,2352,MIKHALIA CABS FOUR INC. SURRENDER,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,2367,MIKHALIA CABS FOUR INC.,2009,NISSAN,ALTIMA GASOLINE N ,,,
Y,,2371,MIKHALIA CABS FOUR INC.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2395,MIKHALIA CABS FOUR INC. SURRENDER,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,2440,WILLA CAB CO. SURRENDER,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2451,IDEAL CAB COMPANY,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2452,SEAN CAB CO,2012,HYUNDAI,SONATA HYBRID N ,,,
Y,,2473,STANDARD TAXI CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2566,"JASHAN, INC",2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,2572,"JASHAN, INC",2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2573,SAFE CAB COMPANY,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2597,RIDEWAY CAB CO,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2643,SEAN CAB CO,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2654,AUJLA CAB CO,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2673,U S TAXI COMPANY,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2717,NBA TAXI INC II,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2726,SAFE CAB COMPANY,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2748,GRAND CAB COMPANY,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2749,TRAVELERS CAB COMPANY,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2762,MIKHALIA CABS ONE INC.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,2869,M.R.M. CORP,IMPALA GASOLINE N ,CHEVROLET 2012,,,,
Y,,2879,GETWAY CAB CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2902,PJ CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,2956,SYSTEMATIC INC,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,2987,RANI TAXI CORP,2013,TOYOTA,PRIUS HYBRID N ,,,
Y,,2996,"AIR RIDE TAXICAB, INC.",2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3005,GRAND CAB COMPANY,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3042,LONNY TRANSPORTATION INC.,2012,VPG,MV-1 CNG Y ,,,
Y,,3047,WILNER MASSILLON,2012,TOYOTA,XB GASOLINE N ,,,
Y,,3058,WELCOME TAXICAB INC,2012,TOYOTA,XB GASOLINE N ,,,
Y,,3072,PUNJAB ROADWAYS INC,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3081,IDEAL CAB COMPANY,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3087,AWOL TAXI INC,2011,CHEVROLET,HHR GASOLINE N ,,,
Y,,3105,BEE CAB COMPANY,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3106,BEE CAB COMPANY,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3107,BEE CAB COMPANY,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3108,BEE CAB COMPANY,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3109,BEE CAB COMPANY,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3115,DELL CAB COMPANY,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,3116,DELL CAB COMPANY,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3117,DELL CAB COMPANY,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3118,DELL CAB COMPANY,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3119,DELL CAB COMPANY,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,3145,DOME CAB COMPANY,2012,TOYOTA,XB GASOLINE N ,,,
Y,,3146,DOME CAB COMPANY,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3147,DOME CAB COMPANY,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3153,DON CAB COMPANY,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3154,DON CAB COMPANY,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3155,DON CAB COMPANY,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3156,DON CAB COMPANY,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3157,DON CAB COMPANY,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3202,TRAVELERS CAB COMPANY,2010,TOYOTA,PRIUS HYBRID N ,,,
Y,,3203,SEAN CAB CO,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3206,NEW MILLENNIUM INC #II,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3208,G J CAB CO,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3210,HOLLY BULL CAB CORP,2012,TOYOTA,PRIUS HYBRID N ,,,
Y,,3213,AKAL TRANSPORT CORP,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3224,TRAVELERS CAB COMPANY,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3234,GS CAB CO.,2014,TOYOTA,CAMRY HYBRID N ,,,
Y,,3284,AWOL TAXI INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3292,GS CAB CO.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3309,MIKHALIA CABS TWO INC SURRENDER,2010,FORD,CROWN VICTORIA GASOLINE N ,,,
Y,,3312,RANI TAXI CORP,2013,TOYOTA,PRIUS GASOLINE N ,,,
Y,,3315,U S TAXI COMPANY,2013,TOYOTA,CAMRY HYBRID N ,,,
Y,,3322,AKAL CAB COMPANY,2012,TOYOTA,CAMRY HYBRID N ,,,
Y,,3324,AKAL CAB COMPANY,2013,TOYOTA,CAMRY HYBRID N ,,,
